id,name,lat,lon,surveyed_ahd_m,elvis_ahd_m,difference_m,abs_difference_m,dem_resolution,relief_within_ring_m,reading,source,dataset
alstonville_stp,Alstonville STP,-28.8306,153.4444,124.5,107.69,16.81,16.81,1m,5.7,mark is 17 m above the modelled ground and the ring explains only 34% of it,CSIRO and NEMA,RichmondRiver2023-DEM-AHD-1m_5436810_56_0001_0001.tif
mt_berryman_rd_ale,Mt Berryman Rd AL,-27.7542,152.3367,424.2,407.39,16.81,16.81,1m,41.6,"coordinate: ground rises 42 m within the ring, 248% of the difference — the mark is likely uphill of the point, so check the position before the height",QLD Government,LockyerValleySouth_2011_Rgn_SW_434000_6929000_1K_DEM_1m.tif
ma_ma_ck_al,Ma Ma Ck AL,-27.6539,152.1653,165.6,148.94,16.66,16.66,1m,15.6,"coordinate: ground rises 16 m within the ring, 93% of the difference — the mark is likely uphill of the point, so check the position before the height",QLD Government,LockyerValley_2015_Prj_SW_417000_6940000_1K_DEM_1m.tif
goonoo_goonoo_goono,Goonoo Goonoo (Goonoo Goonoo Ck),-31.2717,150.9167,445.9,429.4,16.5,16.5,5m,9.5,"coordinate: ground rises 9 m within the ring, 57% of the difference — the mark is likely uphill of the point, so check the position before the height",NSW Government,Tamworth201602-PHO3-AHD_3006538_56_0002_0002_5m.tif
bellthorpe_gap_rd,Bellthorpe (Gap Rd) AL,-26.8325,152.7431,578.8,595.13,-16.33,16.33,1m,3.3,modelled ground is above the mark — unusual; check both,QLD Government,Moreton_Bay_2018_LGA_SW_474000_7032000_1k_DEM_1m.tif
goldsborough_valley,Goldsborough Valley AL,-17.2464,145.7744,83.6,67.3,16.3,16.3,1 Second,9.4,"coordinate: ground rises 9 m within the ring, 58% of the difference — the mark is likely uphill of the point, so check the position before the height",Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
dalveen_al,Dalveen AL,-28.5,151.9706,928.7,912.51,16.19,16.19,1m,9.1,"coordinate: ground rises 9 m within the ring, 56% of the difference — the mark is likely uphill of the point, so check the position before the height",QLD Government,TheSummittoDalveen_2013_Prj_SW_399000_6846000_1K_DEM_1m.tif
mt_kelly_al,Mt Kelly AL,-19.6619,147.3128,168.1,184.11,-16.01,16.01,1m,1.4,modelled ground is above the mark — unusual; check both,QLD Government,Burdekin_2009_Rgn_SW_532000_7824000_2K_DEM_1m.tif
castle_hill_al,Castle Hill AL,-19.2586,146.8031,250.0,265.94,-15.94,15.94,1m,17.9,modelled ground is above the mark — unusual; check both,QLD Government,Townsville_2018_Prj_SW_479000_7870000_1.0K_DEM_1m.tif
south_lismore_rober,Leycester Creek (Robert White Bridge),-28.8042,153.2625,11.5,-4.43,15.93,15.93,1m,16.5,"coordinate: ground rises 17 m within the ring, 104% of the difference — the mark is likely uphill of the point, so check the position before the height",CSIRO and NEMA,NorthernRiversNSW2022Bathymetry-LeycesterCreek-DEM-AHD-1m_5256813_56_0001_0001.tif
brdwater_ck_ale,Broadwater Creek AL,-28.5986,151.8883,822.8,806.89,15.91,15.91,50cm,8.0,"coordinate: ground rises 8 m within the ring, 50% of the difference — the mark is likely uphill of the point, so check the position before the height",QLD Government,Dumaresq_River_Catchment_2023_Prj_SW_391000_6835000_1k_DEM_50cm.tif
piallamore_peel_riv,Piallamore (Peel River),-31.1833,151.065,439.1,423.24,15.86,15.86,5m,29.5,"coordinate: ground rises 29 m within the ring, 186% of the difference — the mark is likely uphill of the point, so check the position before the height",NSW Government,Nundle201305-PHO3-AHD_3146548_56_0002_0002_5m.tif
murwillumbah_sewera,Murwillumbah WWTP,-28.323,153.348,19.9,4.41,15.49,15.49,1m,10.8,"coordinate: ground rises 11 m within the ring, 70% of the difference — the mark is likely uphill of the point, so check the position before the height",CSIRO and NEMA,RichmondRiver2023-DEM-AHD-1m_5346866_56_0001_0001.tif
mt_stanley_tm,Mt Stanley TM,-26.6821,152.2052,181.8,166.32,15.48,15.48,1 Second,18.8,"coordinate: ground rises 19 m within the ring, 121% of the difference — the mark is likely uphill of the point, so check the position before the height",Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
munna_ck_glenbar_ti,Munna Ck (Glenbar Tiaro Rd) Alert,-25.7474,152.2966,93.0,77.59,15.41,15.41,1m,11.7,"coordinate: ground rises 12 m within the ring, 76% of the difference — the mark is likely uphill of the point, so check the position before the height",QLD Government,Fraser_coast_2022_LGA_SW_429000_7152000_1k_DEM_1m.tif
upper_goomburra,Upper Goomburra AL,-28.0288,152.1891,586.2,570.9,15.3,15.3,1m,11.2,"coordinate: ground rises 11 m within the ring, 73% of the difference — the mark is likely uphill of the point, so check the position before the height",QLD Government,MaryvaletoGoomburra_2012_Rgn_SW_420000_6899000_1K_DEM_1m.tif
tatham_ellangowan_ro,Tatham Ellangowan Ro,-28.9798,153.1213,21.9,6.69,15.21,15.21,1m,2.0,mark is 15 m above the modelled ground and the ring explains only 13% of it,NSW Government,Lismore201006-LID1-AHD_5106794_56_0002_0002_1m.tif
connolly_dam_al,Connolly Dam AL,-28.3558,151.9967,574.4,559.29,15.11,15.11,1m,28.8,"coordinate: ground rises 29 m within the ring, 191% of the difference — the mark is likely uphill of the point, so check the position before the height",QLD Government,SouthernDowns_2010_Rgn_SW_401000_6862000_1K_DEM_1m.tif
ellerston_poitrel,Ellerston (Poitrel),-31.7069,151.2131,697.2,712.31,-15.11,15.11,5m,8.6,modelled ground is above the mark — unusual; check both,NSW Government,Ellerston201304-PHO3-AHD_3306490_56_0002_0002_5m.tif
south_kariboe_ck_ale,South Kariboe Ck AL,-24.561,150.747,267.4,252.29,15.11,15.11,50cm,20.5,"coordinate: ground rises 21 m within the ring, 136% of the difference — the mark is likely uphill of the point, so check the position before the height",Griffith Uni,Moura201802-DEM-GRID-50cm_2717281_56_0001_0001.tif
the_fisheries_al,The Fisheries AL,-17.1853,145.7239,104.6,89.51,15.09,15.09,50cm,21.5,"coordinate: ground rises 21 m within the ring, 142% of the difference — the mark is likely uphill of the point, so check the position before the height",Griffith Uni,Cairns201308-DEM-GRID-50cm_3648099_55_0001_0001.tif
white_rock_macquari,White Rock (Macquarie River),-33.4931,149.6205,676.9,661.86,15.04,15.04,1m,20.3,"coordinate: ground rises 20 m within the ring, 135% of the difference — the mark is likely uphill of the point, so check the position before the height",NSW Government,Bathurst201907-LID1-AHD_7426290_55_0002_0002_1m.tif
upper_quart_pot_ck_a,Upper Quart Pot Ck AL,-28.7768,152.0161,934.8,919.86,14.94,14.94,50cm,,differs — ring-sample it (--relief) before reading anything into it,QLD Government,Dumaresq_River_Catchment_2023_Prj_SW_403000_6816000_1k_DEM_50cm.tif
lake_macdonald_drive,Lake MacDonald Drive AL,-26.3719,152.9242,98.0,83.09,14.91,14.91,1m,,differs — ring-sample it (--relief) before reading anything into it,QLD Government,Noosa_2015_LGA_SW_492000_7083000_1K_DEM_1m.tif
brunswick_hwyoldbr,Brunswick HwyOldBr,-28.5313,153.539,15.8,0.94,14.86,14.86,1m,,differs — ring-sample it (--relief) before reading anything into it,NSW Government,Ballina201008-LID1-AHD_5526842_56_0002_0002_1m.tif
teddington_weir_hw_t,Teddington Weir HW TM,-25.6517,152.6633,30.5,15.71,14.79,14.79,1m,,differs — ring-sample it (--relief) before reading anything into it,QLD Government,FraserCoast_2009_Ctl_SW_466000_7162000_1K_DEM_1m.tif
budawang,Budawang (ERTS),-35.4801,149.9957,1122.5,1137.27,-14.77,14.77,1m,,differs — ring-sample it (--relief) before reading anything into it,NSW Government,Ulladulla201501-LID1-AHD_2266068_56_0002_0002_1m.tif
whiporie_myall_cree,Whiporie (Myall Cree,-29.2797,152.9906,56.1,41.37,14.73,14.73,1m,,differs — ring-sample it (--relief) before reading anything into it,NSW Government,Coaldale201707-LID1-AHD_4986760_56_0002_0002_1m.tif
kettle_swamp_ck_a,Kettle Swamp Creek AL,-28.6608,151.9494,824.5,809.82,14.68,14.68,1m,,differs — ring-sample it (--relief) before reading anything into it,QLD Government,Stanthorpe_2011_Twn_SW_397000_6829000_1K_DEM_1m.tif
marsden_weir_wollon,Marsden Weir (Wollondily River),-34.7365,149.7061,646.9,632.24,14.66,14.66,5m,,differs — ring-sample it (--relief) before reading anything into it,NSW Government,Goulburn201312-PHO3-AHD_7466152_55_0002_0002_5m.tif
bukki_rd_br,Bukki Rd Br,-16.9248,145.903,26.0,11.41,14.59,14.59,50cm,,differs — ring-sample it (--relief) before reading anything into it,QLD Government,Yarrabah_2024_Prj_SW_383000_8128000_1k_DEM_50cm.tif
gargett_al,Gargett AL,-21.1781,148.7442,68.0,53.41,14.59,14.59,1m,,differs — ring-sample it (--relief) before reading anything into it,QLD Government,Mackay_2009_Rgn_SW_680000_7656000_2K_DEM_1m.tif
chinchilla_weir_tw,Chinchilla Weir Tw,-26.8,150.5753,301.6,287.02,14.58,14.58,1m,,differs — ring-sample it (--relief) before reading anything into it,QLD Government,Surat_CMA_2014_OGIA_SW_258000_7033000_1k_DEM_1m.tif
glennely_ck,Glennely Creek,-35.0872,150.4563,41.2,26.66,14.54,14.54,2m,,differs — ring-sample it (--relief) before reading anything into it,NSW Government,Ulladulla201804-LID2-AHD_2686114_56_0002_0002_2m.tif
kullogum_al,Kullogum AL,-25.3308,152.2519,94.2,79.77,14.43,14.43,1 Second,,differs — ring-sample it (--relief) before reading anything into it,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mckell_rd_al,McKell Rd AL,-17.4442,145.5094,1015.7,1030.02,-14.32,14.32,50cm,,differs — ring-sample it (--relief) before reading anything into it,Griffith Uni,Atherton201808-DEM-GRID-50cm_3418070_55_0001_0001.tif
mt_petersen_al,Mt Petersen AL,-27.6517,152.1986,484.9,499.2,-14.3,14.3,1m,,differs — ring-sample it (--relief) before reading anything into it,QLD Government,LockyerValley_2015_Prj_SW_420000_6941000_1K_DEM_1m.tif
davidson_ck_al,Davidson Creek AL,-17.9608,145.7539,36.3,50.46,-14.16,14.16,50cm,,differs — ring-sample it (--relief) before reading anything into it,Griffith Uni,Innisfail201807-DEM-GRID-50cm_3688013_55_0001_0001.tif
sutties_ck_al,Sutties Creek AL,-17.6803,145.6603,690.7,676.61,14.09,14.09,1 Second,,differs — ring-sample it (--relief) before reading anything into it,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
bellbird_park_purse,Bellbird Park (Purser Rd) AL,-27.6692,152.8731,63.9,49.83,14.07,14.07,1m,,differs — ring-sample it (--relief) before reading anything into it,QLD Government,Ipswich_2014_LGA_SW_487000_6939000_1K_DEM_1m.tif
logan_village_al,Logan Village AL,-27.7711,153.1019,32.2,18.24,13.96,13.96,1m,,differs — ring-sample it (--relief) before reading anything into it,QLD Government,Logan_2021_GDA2020_LGA_SW_510000_6928000_500m_DEM_1m.tif
cockatoo_rd_al,Cockatoo Rd AL,-25.6811,150.1336,218.8,204.88,13.92,13.92,1m,,differs — ring-sample it (--relief) before reading anything into it,QLD Government,Surat_CMA_2012_OGIA_SW_212000_7156000_1k_DEM_1m.tif
fig_tree_al,Fig Tree AL,-25.2839,151.9892,55.2,69.04,-13.84,13.84,1m,,differs — ring-sample it (--relief) before reading anything into it,QLD Government,Bundaberg_2016_Rgn_SW_398000_7203000_1K_DEM_1m.tif
inveralochy_br,Inveralachy Bridge,-34.9584,149.6625,667.6,653.82,13.78,13.78,5m,,differs — ring-sample it (--relief) before reading anything into it,NSW Government,Goulburn201312-PHO3-AHD_7426128_55_0002_0002_5m.tif
rathdowney_al,Rathdowney AL,-28.2153,152.8681,100.3,86.52,13.78,13.78,1m,,differs — ring-sample it (--relief) before reading anything into it,QLD Government,ScenicRim_2011_LGA_SW_487000_6878000_1K_DEM_1m.tif
gloucester_gloucest,Gloucester (Gloucester River),-32.005,151.958,104.6,90.96,13.64,13.64,1m,,differs — ring-sample it (--relief) before reading anything into it,NSW Government,Dungog201801-LID1-AHD_4006458_56_0002_0002_1m.tif
boat_harbour_rous_r,Boat Harbour (Rous River),-28.3217,153.3467,17.7,4.07,13.63,13.63,1m,,differs — ring-sample it (--relief) before reading anything into it,NSW Government,Murwillumbah201309-LID1-AHD_5326866_56_0002_0002_1m.tif
amiens_knob_al,Amiens Knob AL,-28.6061,151.8175,958.4,972.02,-13.62,13.62,50cm,,differs — ring-sample it (--relief) before reading anything into it,QLD Government,Dumaresq_River_Catchment_2023_Prj_SW_384000_6835000_1k_DEM_50cm.tif
mummulgum_bingeebee,Mummulgum (Bingeebee,-28.7883,152.7728,190.2,176.6,13.6,13.6,1m,,differs — ring-sample it (--relief) before reading anything into it,CSIRO and NEMA,RichmondRiver2023-DEM-AHD-1m_4776815_56_0001_0001.tif
comboyne_thone_rive,Comboyne (Thone Rive,-31.6097,152.4625,595.7,582.19,13.51,13.51,1m,,differs — ring-sample it (--relief) before reading anything into it,NSW Government,Wingham201707-LID1-AHD_4486502_56_0002_0002_1m.tif
flaggy_ck_al,Flaggy Ck AL,-16.7803,145.5303,398.8,385.32,13.48,13.48,1 Second,,differs — ring-sample it (--relief) before reading anything into it,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
cardwell_gap_al,Cardwell Gap AL,-18.5422,146.1844,31.4,17.95,13.45,13.45,50cm,,differs — ring-sample it (--relief) before reading anything into it,Griffith Uni,Ingham201806-DEM-GRID-50cm_4137949_55_0001_0001.tif
mooga_ck_tm,Mooga Ck Tm,-26.4132,148.8009,333.9,320.46,13.44,13.44,1 Second,,differs — ring-sample it (--relief) before reading anything into it,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
russell_river,Russell River,-17.4608,145.8822,45.0,31.74,13.26,13.26,1m,,differs — ring-sample it (--relief) before reading anything into it,QLD Government,Cairns_2010_Prj_SW_381000_8069000_1K_DEM_1m.tif
peachester,Peachester,-26.8425,152.8819,166.7,153.6,13.1,13.1,1m,,differs — ring-sample it (--relief) before reading anything into it,QLD Government,Sunshine_Coast_2022_LGA_SW_488000_7031000_1k_DEM_1m.tif
upper_finch_hatton_a,Upper Finch Hatton AL,-21.09,148.6353,126.4,113.54,12.86,12.86,50cm,,differs — ring-sample it (--relief) before reading anything into it,Griffith Uni,Mackay201805-DEM-GRID-50cm_6697667_55_0001_0001.tif
orange_north_orange,Orange (North Orange WTP),-33.2551,149.0775,830.1,817.36,12.74,12.74,1m,,differs — ring-sample it (--relief) before reading anything into it,NSW Government,Orange201907-LID1-AHD_6926318_55_0002_0002_1m.tif
brinsmead_al,Brinsmead AL,-16.8886,145.7108,100.3,87.57,12.73,12.73,50cm,,differs — ring-sample it (--relief) before reading anything into it,Griffith Uni,Cairns201308-DEM-GRID-50cm_3628132_55_0001_0001.tif
pomona_al,Pomona AL,-26.3672,152.8431,157.1,144.53,12.57,12.57,1m,,differs — ring-sample it (--relief) before reading anything into it,QLD Government,Noosa_2015_LGA_SW_484000_7083000_1K_DEM_1m.tif
kendall_delward,Kendall (Delward),-31.6539,152.5561,122.1,109.56,12.54,12.54,1m,,differs — ring-sample it (--relief) before reading anything into it,NSW Natural Resorces Commision,Wauchope2022-DEM-AHD-1m_457500-6497500_56_500m_500m.tif
millaa_millaa_al,Millaa Millaa AL,-17.5175,145.6089,843.0,855.52,-12.52,12.52,1m,,differs — ring-sample it (--relief) before reading anything into it,QLD Government,MillaaMillaa_2011_Twn_SW_352000_8062000_1K_DEM_1m.tif
cameron_hill_al,Cameron Hill AL,-19.7437,146.8586,310.4,322.87,-12.47,12.47,50cm,,differs — ring-sample it (--relief) before reading anything into it,Griffith Uni,Townsville201305-DEM-GRID-50cm_4857816_55_0001_0001.tif
bowen_wtp_al,Bowen WTP AL,-20.3539,148.4492,53.3,40.85,12.45,12.45,50cm,,differs — ring-sample it (--relief) before reading anything into it,Griffith Uni,Proserpine201806-DEM-GRID-50cm_6517748_55_0001_0001.tif
yangan_al,Yangan AL,-28.2006,152.2156,514.4,502.08,12.32,12.32,1m,,differs — ring-sample it (--relief) before reading anything into it,QLD Government,SouthernDowns_2010_Rgn_SW_423000_6880000_1K_DEM_1m.tif
davies_ck_tm,Davies Ck Tm,-16.9416,145.5416,407.9,395.65,12.25,12.25,50cm,,differs — ring-sample it (--relief) before reading anything into it,Griffith Uni,Cairns201308-DEM-GRID-50cm_3448126_55_0001_0001.tif
highfields_tm,Highfields TM,-27.4428,151.964,645.8,633.57,12.23,12.23,1m,,differs — ring-sample it (--relief) before reading anything into it,QLD Government,Toowoomba_Cooby_2020_Prj_SW_397000_6964000_1k_DEM_1m.tif
bengalla_tm,Bengalla TM,-28.6561,150.6653,240.2,228.11,12.09,12.09,5m,,differs — ring-sample it (--relief) before reading anything into it,NSW Government,Yetman201108-PHO3-AHD_2706826_56_0002_0002_5m.tif
lower_quinzeh_al,Lower Quinzeh AL,-27.7681,153.1211,24.6,12.62,11.98,11.98,1m,,differs — ring-sample it (--relief) before reading anything into it,QLD Government,Logan_2021_GDA2020_LGA_SW_511500_6928000_500m_DEM_1m.tif
peets_br_al,Peets Bridge AL,-17.1336,145.7644,34.4,22.55,11.85,11.85,50cm,,differs — ring-sample it (--relief) before reading anything into it,Griffith Uni,Cairns201308-DEM-GRID-50cm_3688105_55_0001_0001.tif
perthville_queen_ch,Perthville (Queen Charlottes Creek),-33.4917,149.5467,689.8,677.98,11.82,11.82,2m,,differs — ring-sample it (--relief) before reading anything into it,NSW Government,Bathurst201510-LID2-AHD_7366290_55_0002_0002_2m.tif
goolmangar_goolmang,Goolmangar (Goolmangar Ck),-28.4788,153.218,180.6,168.85,11.75,11.75,2m,,differs — ring-sample it (--relief) before reading anything into it,NSW Government,Murwillumbah201709-LID2-AHD_5206848_56_0002_0002_2m.tif
kirrama_range_al,Kirrama Range AL,-18.2086,145.7953,778.7,766.96,11.74,11.74,1 Second,,differs — ring-sample it (--relief) before reading anything into it,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
island_point_rd_st,Island Point Road,-35.0989,150.5935,12.1,0.5,11.6,11.6,1m,,differs — ring-sample it (--relief) before reading anything into it,NSW Government,JervisBay201012-LID1-AHD_2806112_56_0002_0002_1m.tif
oxley_ck_al,Oxley Ck AL,-27.705,152.9714,54.1,42.55,11.55,11.55,1m,,differs — ring-sample it (--relief) before reading anything into it,QLD Government,Logan_2013_LGA_SW_497000_6935000_1K_DEM_1m.tif
bumana,Bumana,-34.677,149.725,683.1,671.58,11.52,11.52,1m,,differs — ring-sample it (--relief) before reading anything into it,NSW Government,Goulburn201107-LID1-AHD_7486158_55_0002_0002_1m.tif
folding_hills_al,Folding Hills AL,-24.575,150.624,235.0,223.48,11.52,11.52,50cm,,differs — ring-sample it (--relief) before reading anything into it,Griffith Uni,Moura201306-DEM-GRID-50cm_2597280_56_0001_0001.tif
durah_homestead_al,Durah Homestead AL,-26.2839,150.9664,373.9,362.39,11.51,11.51,1 Second,,differs — ring-sample it (--relief) before reading anything into it,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
lansdowne_br_mu,Landsdowne Bridge (Mulwaree River),-34.7691,149.7234,638.6,627.1,11.5,11.5,5m,,differs — ring-sample it (--relief) before reading anything into it,NSW Government,Goulburn201312-PHO3-AHD_7486148_55_0002_0002_5m.tif
brassall_hancocks_b,Brassall AL (Hancocks Br),-27.6036,152.7439,32.2,20.72,11.48,11.48,1m,,differs — ring-sample it (--relief) before reading anything into it,QLD Government,Ipswich_2023_LGA_SW_474000_6946000_1k_DEM_1m.tif
carroll_village_nam,Carroll Village (Nam,-30.9833,150.4417,284.4,272.99,11.41,11.41,1m,,differs — ring-sample it (--relief) before reading anything into it,NSW Government,UpperNamoiNorth_202304_LID1_AHD_1m_1km_56_2556569.tif
tomerong_eucalypt_l,Tomerong (Eucalypt Lane),-35.0478,150.5378,130.5,119.13,11.37,11.37,1m,,differs — ring-sample it (--relief) before reading anything into it,NSW Government,JervisBay201012-LID1-AHD_2746118_56_0002_0002_1m.tif
schmidts_rd_al,Schmidts Rd AL,-27.7,153.1203,17.5,6.17,11.33,11.33,1m,,differs — ring-sample it (--relief) before reading anything into it,QLD Government,Logan_2017_LGA_SW_511500_6936000_0.5K_DEM_1m.tif
upper_blackfellow_al,Upper Blackfellow AL,-27.915,152.2736,578.7,590.01,-11.31,11.31,1m,,differs — ring-sample it (--relief) before reading anything into it,QLD Government,Lockyer_Valley_2022_LGA_SW_428000_6912000_1k_DEM_1m.tif
schultz_lookout_aler,Schultz Lookout AL,-27.6653,152.3458,222.0,233.25,-11.25,11.25,1m,,differs — ring-sample it (--relief) before reading anything into it,QLD Government,LockyerValleyNorth_2010_Rgn_SW_435000_6939000_1K_DEM_1m.tif
davies_ck_rd_tm,Davies Ck Rd Tm,-17.0232,145.5858,651.4,640.23,11.17,11.17,1 Second,,differs — ring-sample it (--relief) before reading anything into it,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
kogan_condamine_rd_a,Kogan Condamine Rd A,-26.8926,150.38,298.3,287.19,11.11,11.11,1 Second,,differs — ring-sample it (--relief) before reading anything into it,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
black_mt_al,Black Mt AL,-26.4075,152.8625,215.7,226.77,-11.07,11.07,1m,,differs — ring-sample it (--relief) before reading anything into it,QLD Government,Noosa_2015_LGA_SW_486000_7079000_1K_DEM_1m.tif
wallaman_escarpment,Wallaman Escarpment,-18.648,145.8745,633.8,622.75,11.05,11.05,1 Second,,differs — ring-sample it (--relief) before reading anything into it,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
orange_stp_enviromon,Orange (STP),-33.2646,149.1287,853.7,842.69,11.01,11.01,1m,,differs — ring-sample it (--relief) before reading anything into it,NSW Government,Orange201907-LID1-AHD_6986316_55_0002_0002_1m.tif
upper_durah_ck_al,Upper Durah Creek AL,-26.1708,150.9122,406.3,395.36,10.94,10.94,1 Second,,differs — ring-sample it (--relief) before reading anything into it,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
nerada_al,Nerada AL,-17.5308,145.8464,52.1,41.22,10.88,10.88,1m,,differs — ring-sample it (--relief) before reading anything into it,QLD Government,CassowaryCoast_2016_Prj_SW_377000_8061000_1K_DEM_1m.tif
burringbar_reservo,Burringbar Reservoir,-28.4372,153.4729,45.0,55.82,-10.82,10.82,1m,,differs — ring-sample it (--relief) before reading anything into it,CSIRO and NEMA,RichmondRiver2023-DEM-AHD-1m_5466854_56_0001_0001.tif
cairns_harbour_tide,Cairns Harbour Tide AL,-16.9267,145.7808,10.1,-0.72,10.82,10.82,50cm,,differs — ring-sample it (--relief) before reading anything into it,Griffith Uni,Cairns201308-DEM-GRID-50cm_3708128_55_0001_0001.tif
houghlahan_s_ck,Houghlahans Creek,-28.7845,153.4772,118.8,129.54,-10.74,10.74,1m,,differs — ring-sample it (--relief) before reading anything into it,NSW Government,Lismore201006-LID1-AHD_5466814_56_0002_0002_1m.tif
sassafras,Sassafras,-35.1056,150.2583,744.0,733.26,10.74,10.74,2m,,differs — ring-sample it (--relief) before reading anything into it,NSW Government,Ulladulla201804-LID2-AHD_2506110_56_0002_0002_2m.tif
boyne_river_chahpin,Boyne River (Chahpin,-26.4514,151.3874,359.5,348.8,10.7,10.7,1 Second,,differs — ring-sample it (--relief) before reading anything into it,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
emu_ck_at_pierces,Emu Ck at Pierces,-27.0644,152.0046,367.7,357.0,10.7,10.7,1m,,differs — ring-sample it (--relief) before reading anything into it,QLD Government,EmuCkToowoomba_2014_Prj_SW_401000_7006000_1K_DEM_1m.tif
tinaroo_dam_al,Tinaroo Dam AL,-17.1642,145.5464,677.0,666.34,10.66,10.66,1m,,differs — ring-sample it (--relief) before reading anything into it,QLD Government,KairitoTinarooFalls_2011_Twn_SW_345000_8101000_1K_DEM_1m.tif
coonambula_al,Coonambula AL,-25.5884,151.1489,137.7,127.07,10.63,10.63,1 Second,,differs — ring-sample it (--relief) before reading anything into it,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
upper_amby_ck_tm,Upper Amby Ck Tm,-26.4074,148.2638,388.0,377.46,10.54,10.54,1 Second,,differs — ring-sample it (--relief) before reading anything into it,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
myall_park_rd_aler,Myall Park Rd AL,-26.5667,150.2353,312.8,302.39,10.41,10.41,1m,,differs — ring-sample it (--relief) before reading anything into it,QLD Government,Surat_CMA_2022_OGIA_SW_224000_7058000_1k_DEM_1m.tif
bloomfield_river_bri,Bloomfield River Bri,-24.532,150.92,523.8,534.1,-10.3,10.3,50cm,,differs — ring-sample it (--relief) before reading anything into it,Griffith Uni,Moura201802-DEM-GRID-50cm_2897285_56_0001_0001.tif
blue_hills_al,Blue Hills AL,-24.532,150.92,523.8,534.1,-10.3,10.3,50cm,,differs — ring-sample it (--relief) before reading anything into it,Griffith Uni,Moura201802-DEM-GRID-50cm_2897285_56_0001_0001.tif
lacks_ck_middle,Lacks Creek (Middle Pocket),-28.4944,153.4847,40.5,30.25,10.25,10.25,1m,,differs — ring-sample it (--relief) before reading anything into it,CSIRO and NEMA,RichmondRiver2023-DEM-AHD-1m_5476847_56_0001_0001.tif
hospital_br_aler,Hospital Bridge AL,-21.1444,149.1544,11.9,1.75,10.15,10.15,1m,,differs — ring-sample it (--relief) before reading anything into it,QLD Government,Mackay_2015_Rgn_SW_723000_7660000_1K_DEM_1m.tif
long_flat_hastings,Long Flat (Hastings,-31.4369,152.4886,64.1,53.97,10.13,10.13,2m,,differs — ring-sample it (--relief) before reading anything into it,NSW Government,Cowarral201804-LID2-AHD_4506520_56_0002_0002_2m.tif
bolton_rd_al,Bolton Rd AL,-16.8911,145.5458,386.6,376.48,10.12,10.12,1m,,differs — ring-sample it (--relief) before reading anything into it,QLD Government,Speewah_2011_Loc_SW_345000_8131000_1K_DEM_1m.tif
granite_street_al,Granite Street AL,-28.6633,151.9367,796.0,785.88,10.12,10.12,1m,,differs — ring-sample it (--relief) before reading anything into it,QLD Government,Stanthorpe_2011_Twn_SW_396000_6828000_1K_DEM_1m.tif
lismore_wilsons_riv,Lismore (Wilsons River AT Browns Ck),-28.81,153.2733,14.0,3.9,10.1,10.1,1m,,differs — ring-sample it (--relief) before reading anything into it,CSIRO and NEMA,RichmondRiver2023-DEM-AHD-1m_5266813_56_0001_0001.tif
ned_churchward_weir,Ned Churchward Weir HW AL,-25.0514,152.0997,48.0,38.03,9.97,9.97,1m,,close,QLD Government,Bundaberg_2016_Rgn_SW_409000_7229000_1K_DEM_1m.tif
upper_quinzeh_al,Upper Quinzeh AL,-27.8013,153.126,31.8,21.86,9.94,9.94,1m,,close,QLD Government,Logan_2017_LGA_SW_512000_6924500_0.5K_DEM_1m.tif
conondale_al,Conondale AL,-26.7294,152.7133,139.0,129.07,9.93,9.93,1m,,close,QLD Government,SunshineCoast_2008_LGA_SW_471000_7043000_1K_DEM_1m.tif
saddle_mountain_aler,Saddle Mtn AL,-16.8183,145.6628,631.6,641.52,-9.92,9.92,50cm,,close,Griffith Uni,Cairns201308-DEM-GRID-50cm_3578140_55_0001_0001.tif
lismore_browns_ck_p,Lismore (Browns Ck P,-28.8058,153.2775,15.2,5.34,9.86,9.86,1m,,close,CSIRO and NEMA,RichmondRiver2023-DEM-AHD-1m_5276813_56_0001_0001.tif
upsalls_ck_br,Upsalls Ck Br,-31.6247,152.6575,27.7,17.89,9.81,9.81,1m,,close,NSW Government,CamdenHaven201205-LID1-AHD_4666500_56_0002_0002_1m.tif
carbrook_al,Carbrook AL,-27.6547,153.2317,24.8,15.01,9.79,9.79,1m,,close,QLD Government,Logan_2021_GDA2020_LGA_SW_522500_6941000_500m_DEM_1m.tif
