id,name,lat,lon,elvis_ahd_m,dem_resolution,dem_resolution_m,source,dataset
grassy_gully_shoalhaven_river,Grassy Gully (Shoalhaven River),-34.842,150.424,22.35,1m,1.0,NSW Government,MossVale201501-LID1-AHD_2646140_56_0002_0002_1m.tif
grassy_hill,Grassy Hill,-33.236,150.654,430.21,2m,2.0,NSW Government,StAlbans201709-LID2-AHD_2806320_56_0002_0002_2m.tif
graves_hill_al,Graves Hill AL,-23.47419,147.68794,239.4,1m,1.0,QLD Government,Rubyvale_2011_Twn_SW_570000_7403000_1K_DEM_1m.tif
gray,Gray,-41.623,148.221,352.23,1m,1.0,TAS Government,NorthEast2012-DEM-1m_6015391_55.tif
grays_gate_exchange_tm,Grays Gate Exchange TM,-27.9856,151.2828,456.99,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
green_hill_res_al,Green Hill Res AL,-27.495,152.958,85.47,1m,1.0,QLD Government,Brisbane_2009_LGA_SW_495000_6958000_1K_DEM_1m.tif
green_pigeon_morning_view,Green Pigeon (Morning View),-28.474,153.086,207.47,1m,1.0,CSIRO and NEMA,RichmondRiver2023-DEM-AHD-1m_5086850_56_0001_0001.tif
green_valley_al,Green Valley AL,-23.679,147.315,337.05,50cm,0.5,Griffith Uni,Emerald201305-DEM-GRID-50cm_5327381_55_0001_0001.tif
greenacres,Greenacres,-34.87,138.636,66.53,50cm,0.5,SA Government,AdelaideMetro2022-DEM-GRID-50cm_2836138_54_0001_0001.tif
greenbank_thompson_rd_al,Greenbank (Thompson Rd) AL,-27.696,152.933,92.89,1m,1.0,QLD Government,Logan_2017_LGA_SW_493000_6936000_0.5K_DEM_1m.tif
greenhill,Greenhill,-34.95,138.687,424.23,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
greenmount_al,Greenmount AL,-21.175,149.029,51.05,50cm,0.5,Griffith Uni,Mackay201805-DEM-GRID-50cm_7107657_55_0001_0001.tif
greenock,Greenock,-34.457,138.921,283.23,50cm,0.5,SA Government,Nuriootpa2021-DEM-GRID-0_5_3096185_54_0001_0001.tif
greenock_creek,Greenock Creek,-34.51,138.837,151.0,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
greenough_rvr_tbrg_yuin,Greenough Rvr TBRG @ Yuin,-27.979,116.035,289.78,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
greenstead_wingecarribee_river,Greenstead (Wingecarribee River),-34.417,150.197,527.83,2m,2.0,NSW Government,Burragorang201805-LID2-AHD_2426188_56_0002_0002_2m.tif
greenwalk,Greenwalk,-34.429,150.234,729.23,2m,2.0,NSW Government,Burragorang201805-LID2-AHD_2446186_56_0002_0002_2m.tif
greenwell_point,Greenwell Point,-34.9073,150.7364,0.18,1m,1.0,NSW Government,Kiama201104-LID1-AHD_2926134_56_0002_0002_1m.tif
gregor_ck_al_b,Gregor Ck AL-B,-26.991,152.404,97.17,1m,1.0,QLD Government,LinvilleToogoolawah_2012_Rgn_SW_440000_7014000_1K_DEM_1m.tif
gregor_ck_al_p,Gregor Ck AL-P,-26.990556,152.404167,85.49,1m,1.0,QLD Government,LinvilleToogoolawah_2012_Rgn_SW_440000_7014000_1K_DEM_1m.tif
gregory_highway_aler,Gregory Highway AL,-23.4292,148.1514,171.83,50cm,0.5,Griffith Uni,Emerald201803-DEM-GRID-50cm_6177408_55_0001_0001.tif
grenada_al,Grenada AL,-22.7341,147.9752,374.45,50cm,0.5,Griffith Uni,Clermont201304-DEM-GRID-50cm_6007485_55_0001_0001.tif
gresford_post_office,Gresford Post Office,-32.427,151.538,91.63,1m,1.0,NSW Government,Dungog201601-LID1-AHD_3626410_56_0002_0002_1m.tif
greta_west,Greta West,-36.534,146.218,183.41,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
greystanes_cumberland_golf_club,Greystanes (Cumberland Golf Club),-33.822,150.942,61.3,1m,1.0,NSW Government,Penrith201304-LID1-AHD_3086254_56_0002_0002_1m.tif
grindstone_point,Grindstone Point,-42.443,147.997,11.42,1m,1.0,TAS Government,EastCoast2020-DEM-1m_5815300_GDA2020_55.tif
groongal_groongal_station_comparison,Groongal (Groongal Station) Comparison,-34.4419,145.5611,109.26,5m,5.0,NSW Government,Kooroongal201710-PHO3-AHD_3666186_55_0002_0002_5m.tif
grose_wold_burralow,Grose Wold (Burralow),-33.617,150.628,115.08,1m,1.0,NSW Government,Penrith201102-LID1-AHD_2786276_56_0002_0002_1m.tif
guildford_woodville_golf_club,Guildford (Woodville Golf Club),-33.869,150.995,46.6,1m,1.0,NSW Government,Sydney201906-LID1-AHD_3146250_56_0002_0002_1m.tif
gumeracha_weir,Gumeracha Weir,-34.822,138.852,320.72,1m,1.0,SA Government,CudleeCreek2020_DEM_3036144_01_001.tif
gundagai_street_coffs_harbour,Gundagai Street (Coffs Harbour),-30.294,153.109,3.59,1m,1.0,NSW Government,CoffsHarbour_202306_LID1_AHD_1m_1km_56_5106648.tif
guyra_box_point,Guyra (Box Point),-30.336,151.737,1370.14,5m,5.0,NSW Government,Guyra201111-PHO3-AHD_3786642_56_0002_0002_5m.tif
guyra_gowan_brae,Guyra (Gowan Brae),-30.157,151.877,1333.64,1m,1.0,CSIRO and NEMA,ClarenceRiver2023-DEM-AHD-1m_3916663_56_0001_0001.tif
gympie_al,Gympie AL,-26.192,152.655,37.31,1m,1.0,QLD Government,Gympie_2009_Rgn_SW_465000_7103000_1K_DEM_1m.tif
gyranda_weir_al,Gyranda Weir AL,-25.2842,150.1825,158.61,50cm,0.5,Griffith Uni,Moura201306-DEM-GRID-50cm_2167200_56_0001_0001.tif
halbury_road,Halbury Road,-34.763,138.631,24.89,50cm,0.5,SA Government,AdelaideMetro2022-DEM-GRID-50cm_2836150_54_0001_0001.tif
hamilton_river_stati_2,Hamilton River Stati,-22.7731,140.6198,166.26,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
hamley_bridge,Hamley Bridge,-34.371,138.669,114.25,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
hampden_bridge_kangaroo_river,Hampden Bridge (Kangaroo River),-34.734,150.522,80.33,1m,1.0,NSW Government,Kiama201610-LID1-AHD_2726152_56_0002_0002_1m.tif
hampstead_tm,Hampstead Tm,-19.8712,143.6155,515.0,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
hampton_bindo,Hampton (Bindo),-33.7,150.028,1091.38,2m,2.0,NSW Government,Katoomba201804-LID2-AHD_2246266_56_0002_0002_2m.tif
hannaville_al,Hannaville AL,-21.417,148.895,266.95,50cm,0.5,Griffith Uni,Mackay201308-DEM-GRID-50cm_6967630_55_0001_0001.tif
hanrahans_crossing_tm,Hanrahans Crossing TM,-23.469,150.0296,52.52,50cm,0.5,DCCEEW,Fitzroy2018-DEM-GRID-0_5_1967401_56_0001_0001.tif
hansborough,Hansborough,-34.252,139.018,346.02,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
happy_valley,Happy Valley,-33.6808,115.6242,76.19,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
happy_valley_ck_rosewhite,Happy Valley Ck @ Rosewhite,-36.578,146.82,255.0,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
harrisons_opening_huon_river,Harrisons Opening (Huon River),-43.0989,146.5458,95.33,1m,1.0,TAS Government,WeldRiver2023-DEM-1m_4635228_GDA2020_55.tif
harrisville_al,Harrisville AL,-27.8133,152.6417,52.69,1m,1.0,QLD Government,ScenicRim_2011_LGA_SW_464000_6923000_1K_DEM_1m.tif
harrisville_al_b,Harrisville AL-B,-27.8133,152.6417,52.69,1m,1.0,QLD Government,ScenicRim_2011_LGA_SW_464000_6923000_1K_DEM_1m.tif
haughton_bridge_al,Haughton Bridge AL,-19.550112,147.100097,5.92,1m,1.0,QLD Government,Burdekin_2009_Prj_SW_510000_7838000_1K_DEM_1m.tif
haunted_stream_at_hells_gate,Haunted Stream at Hells Gate,-37.4816,147.8266,161.85,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
hawthorne_al,Hawthorne AL,-27.4603,153.0536,1.84,1m,1.0,QLD Government,Brisbane_2019_Prj_SW_505000_6962000_1k_DEM_1m.tif
hay_noonamah,Hay (Noonamah),-34.2182,144.449,79.45,1m,1.0,NSW Spatial Services,Booligal_202306_LID1_AHD_1m_1km_55_2646210.tif
hays_landing_al,Hays Landing AL,-27.332,152.61,82.0,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
hayward_creek,Hayward Creek,-13.565,130.865,95.34,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
hazeldean_al,Hazeldean AL,-27.0275,152.5372,133.0,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
hazelton,Hazelton,-34.232,138.688,295.78,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
heaslip_road,Heaslip Road,-34.631,138.646,30.73,50cm,0.5,SA Government,AdelaideMetro2022-DEM-GRID-50cm_2846165_54_0001_0001.tif
heathwood_al,Heathwood AL,-24.343,148.062,309.69,50cm,0.5,Griffith Uni,Emerald201305-DEM-GRID-50cm_6077307_55_0001_0001.tif
hedlow_airfield_tm,Hedlow Airfield TM,-23.223,150.605,34.11,1m,1.0,QLD Government,Rockhampton_2009_Prj_SW_254000_7428000_2K_DEM_1m.tif
helidon_al,Helidon AL,-27.544,152.113,145.88,1m,1.0,QLD Government,Lockyer_Valley_2022_LGA_SW_412000_6952000_1k_DEM_1m.tif
hemmant_al,Hemmant AL,-27.4503,153.125,1.72,1m,1.0,QLD Government,Brisbane_2014_LGA_SW_512000_6963000_1K_DEM_1m.tif
hendra_al,Hendra AL,-27.4019,153.0747,4.39,1m,1.0,QLD Government,Brisbane_2019_Prj_SW_507000_6969000_1k_DEM_1m.tif
henty_brook,Henty Brook,-33.39,115.85,216.25,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
hermans_gully_al,Hermans Gully AL,-24.86488,152.11314,16.52,1m,1.0,QLD Government,Bundaberg_2011_Rgn_SW_410000_7249000_1K_DEM_1m.tif
hermitage,Hermitage,-34.763,138.776,351.17,50cm,0.5,SA Government,AdelaideMetro2022-DEM-GRID-50cm_2966150_54_0001_0001.tif
heronslea,Heronslea,-36.786,145.658,239.0,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
hexham_bridge,Hexham Bridge,-32.819,151.682,0.36,1m,1.0,NSW Government,Newcastle201306-LID1-AHD_3766368_56_0002_0002_1m.tif
heywood_park,Heywood Park,-34.962,138.6,45.14,50cm,0.5,SA Government,AdelaideMetro2022-DEM-GRID-50cm_2806128_54_0001_0001.tif
high_range_merrioola,High Range (Merrioola),-34.373,150.334,795.88,2m,2.0,NSW Government,Burragorang201805-LID2-AHD_2546192_56_0002_0002_2m.tif
high_ridge,High Ridge,-37.254,146.602,1074.88,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
highland_valley_greenholm,Highland Valley (Greenholm),-35.2,138.92,204.0,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
highlands,Highlands,-36.257,146.043,273.0,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
highvale_al,Highvale AL,-27.3711,152.825,87.99,1m,1.0,QLD Government,MoretonBay_2009_LGA_SW_482000_6972000_1K_DEM_1m.tif
highwood,Highwood,-37.392,145.476,293.6,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
hills_road_al,Hills Road AL,-24.476,151.889,5.05,1m,1.0,QLD Government,Gladstone_2009_Ctl_SW_386000_7292000_2K_DEM_1m.tif
hillside,Hillside,-36.875,145.578,264.0,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
hillston_airport_comparison,Hillston Airport Comparison,-33.4915,145.525,119.38,5m,5.0,NSW Government,Hillston201511-PHO3-AHD_3626292_55_0002_0002_5m.tif
hillview_shoalhaven_river,Hillview (Shoalhaven River),-35.2,149.955,577.22,1m,1.0,NSW Government,Braidwood201501-LID1-AHD_7686100_55_0002_0002_1m.tif
hindmarsh_jerrabomberra_creek,Hindmarsh (Jerrabomberra Creek),-35.341,149.167,563.44,1m,1.0,ACT Government,ACT2020_DEM_6966086_55_01_001.tif
hinze_dam_hw_al,Hinze Dam HW AL,-28.052,153.282,82.08,1m,1.0,QLD Government,GoldCoast_2009_LGA_SW_527000_6897000_1K_DEM_1m.tif
hoddles_head_erts,Hoddles Head (ERTS),-34.155,150.465,416.26,1m,1.0,NSW Government,Burragorang201605-LID1-AHD_2666216_56_0002_0002_1m.tif
hoganthulla_xing_al,Hoganthulla Xing AL,-25.629,147.09,459.75,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
holland_ck_kelfeera,Holland Ck @ Kelfeera,-36.613,146.06,186.98,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
holland_ck_wrightley,Holland Ck @ Wrightley,-36.821,146.128,339.0,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
holland_pk_west_al,Holland Pk West AL,-27.523,153.054,27.13,1m,1.0,QLD Government,Brisbane_2009_LGA_SW_505000_6955000_1K_DEM_1m.tif
holmleigh_tm,Holmleigh Tm,-26.2999,147.9809,452.12,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
home_creek_at_yarck,Home Creek at Yarck,-37.1083,145.6031,193.0,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
homebush_station_tm,Homebush Station Tm,-26.393,147.9415,349.18,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
honeysuckle_ck_u_s_violet_town,HoneySuckle Ck U/S Violet Town,-36.713,145.758,336.75,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
hornsby_swimming_pool,Hornsby (Swimming Pool),-33.702,151.096,175.63,1m,1.0,NSW Government,Sydney201105-LID1-AHD_3226268_56_0002_0002_1m.tif
horse_creek_al,Horse Creek AL,-26.5519,150.6322,330.86,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
hotham_creek_al,Hotham Creek AL,-27.8158,153.2819,3.37,1m,1.0,QLD Government,GoldCoast_2014_LGA_SW_527000_6923000_1K_DEM_1m.tif
howes_valley_commission_road,Howes Valley (Commission Road),-32.878,150.791,236.02,2m,2.0,NSW Government,HowesValley201804-LID2-AHD_2926360_56_0002_0002_2m.tif
howes_valley_macdonald_river,Howes Valley (Macdonald River),-32.872,150.81,175.13,2m,2.0,NSW Government,HowesValley201804-LID2-AHD_2946360_56_0002_0002_2m.tif
howley_creek,Howley Creek,-13.228,131.34,68.0,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
hughenden_tm,Hughenden Tm,-20.841,144.2011,320.49,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
hughes_ck_at_tarcombe_road,Hughes Ck at Tarcombe Road,-36.95,145.284,177.0,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
hulberrts_br_tm,HulbERRTS Br Tm,-20.6419,142.6281,156.43,1m,1.0,QLD Government,Maxwelton_2012_Twn_SW_669000_7716000_1K_DEM_1m.tif
humboldt_al,Humboldt AL,-24.103,148.816,235.0,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
hume_lane_alert,Hume Lane AL,-26.8419,152.8953,158.67,1m,1.0,QLD Government,SunshineCoast_2014_LGA_SW_489000_7031000_1K_DEM_1m.tif
hummocky_hill_rep,Hummocky Hill (Rep),-41.731,147.236,437.92,1m,1.0,TAS Government,NorthernMidlands2019-DEM-1m_5195380_GDA2020_55.tif
hunter_springs_wondecla,Hunter Springs (Wondecla),-31.8626,151.4398,1238.43,2m,2.0,NSW Government,Ellerston201805-LID2-AHD_3526472_56_0002_0002_2m.tif
huonville_huon_river,Huonville (Huon River),-43.0347,147.0461,7.35,1m,1.0,TAS Government,ClimateFuturesHuon2008-DEM-1m_5035235_55.tif
hurdle_creek_at_bobinawarrah,Hurdle Creek at Bobinawarrah,-36.507,146.443,167.0,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
hurstville_erts,Hurstville (ERTS),-33.961,151.1,52.82,1m,1.0,NSW Government,Sydney201304-LID1-AHD_3246240_56_0002_0002_1m.tif
iffley_tm,Iffley Tm,-18.8536,141.1917,45.19,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
iluka_rd_local_flood_warning_system,Iluka Rd (Local flood warning system),-29.353548,153.31786,0.69,1m,1.0,NSW Government,Woodburn201003-LID1-AHD_5306752_56_0002_0002_1m.tif
imbil_al,Imbil AL,-26.457,152.68,87.36,1m,1.0,QLD Government,Gympie_2009_Rgn_SW_468000_7073000_1K_DEM_1m.tif
inala_al,Inala AL,-27.58844,152.98705,14.79,1m,1.0,QLD Government,Brisbane_2014_LGA_SW_498000_6948000_1K_DEM_1m.tif
industrial_drive_coffs_harbour,Industrial Drive (Coffs Harbour),-30.311,153.086,7.86,1m,1.0,NSW Government,CoffsHarbour201309-LID1-AHD_5086646_56_0002_0002_1m.tif
ingleburn_long_point,Ingleburn (Long Point),-34.03,150.887,51.33,1m,1.0,NSW Government,Wollongong201102-LID1-AHD_3046232_56_0002_0002_1m.tif
ingleburn_weir,Ingleburn Weir,-34.0089,150.8881,6.14,1m,1.0,NSW Government,Wollongong201906-LID1-AHD_3046234_56_0002_0002_1m.tif
inglewood,Inglewood,-34.815,138.774,369.0,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
injune_tm,Injune TM,-25.843,148.567,390.25,1m,1.0,QLD Government,Injune_2011_Twn_SW_657000_7140000_1K_DEM_1m.tif
interlaken,Interlaken,-42.147,147.172,803.86,1m,1.0,TAS Government,CentralHighlands2019-DEM-1m_5145333_GDA2020_55.tif
inverbrackie,Inverbrackie,-34.947,138.926,437.52,1m,1.0,SA Government,CudleeCreek2020_DEM_3106130_01_001.tif
inverell_fisher_rd,Inverell (Fisher Rd),-29.785,151.161,707.28,5m,5.0,NSW Government,Inverell201110-PHO3-AHD_3226702_56_0002_0002_5m.tif
irishtown_st_patricks_head_rd,Irishtown (St Patricks Head Rd ),-41.5769,148.2181,331.96,1m,1.0,TAS Government,NorthEast2012-DEM-1m_6015396_55.tif
ironbark_ck_croudace_rd,Ironbark Ck (Croudace Rd),-32.9148,151.6684,9.62,1m,1.0,NSW Government,Newcastle201409-LID1-AHD_3746356_56_0002_0002_1m.tif
ironstone_road,Ironstone Road,-34.76,138.934,462.98,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
isla_delusion_crossi,Isla-Delusion AL,-25.1803,150.185,164.59,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
ithaca_lugg_st_al,Ithaca (Lugg St) AL,-27.4492,152.9914,15.64,1m,1.0,QLD Government,Brisbane_2019_Prj_SW_499000_6963000_1k_DEM_1m.tif
ivanhoe_al,Ivanhoe AL,-25.019,146.428,475.64,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
iveragh_al,Iveragh AL,-24.132,151.446,183.6,50cm,0.5,Griffith Uni,Gladstone201801-DEM-GRID-50cm_3427330_56_0001_0001.tif
jacks_ck_al,Jacks Ck AL,-20.7525,147.8819,142.9,50cm,0.5,QLD Government,Burdekin_River_South_2024_Prj_SW_591500_7704500_500m_DEM_50cm.tif
jacobs_creek,Jacobs Creek,-34.565,138.941,228.0,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
jambin_al,Jambin AL,-24.198,150.367,133.59,1m,1.0,QLD Government,GoovigenJambin_2011_Twn_SW_232000_7321000_1K_DEM_1m.tif
jandowae_dam_alert,Jandowae Dam AL,-26.7608,151.1372,371.81,1m,1.0,QLD Government,Jandowae_2010_Twn_SW_314000_7038000_2K_DEM_1m.tif
jarrahdale,Jarrahdale,-32.3342,116.0755,232.5,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
jeeralang_north,Jeeralang North,-38.37,146.439,593.0,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
jerangle_eastwood,Jerangle (Eastwood),-35.8833,149.35,1191.72,2m,2.0,NSW Government,Michelago201803-LID2-AHD_7126026_55_0002_0002_2m.tif
jerangle_lyons_creek,Jerangle (Lyons Creek),-35.747,149.351,1058.76,2m,2.0,NSW Government,Michelago201803-LID2-AHD_7126040_55_0002_0002_2m.tif
jerangle_slap_up,Jerangle (Slap Up),-35.905,149.4517,1172.47,2m,2.0,NSW Government,Michelago201803-LID2-AHD_7206022_55_0002_0002_2m.tif
jericho_al,Jericho AL,-23.604,146.13,350.15,1m,1.0,QLD Government,Jericho_2011_Twn_SW_411000_7389000_1K_DEM_1m.tif
jerrawangla,Jerrawangla,-35.146,150.446,48.03,1m,1.0,NSW Government,Ulladulla201607-LID1-AHD_2666106_56_0002_0002_1m.tif
jerseyville,Jerseyville,-30.933,153.033,1.67,1m,1.0,NSW Government,Nambucca200910-LID1-AHD_5026576_56_0002_0002_1m.tif
jilliby_jilliby_creek,Jilliby (Jilliby Creek),-33.249,151.39,18.73,1m,1.0,NSW Government,Gosford201409-LID1-AHD_3506318_56_0002_0002_1m.tif
jimna_al,Jimna AL,-26.660556,152.451389,519.74,1m,1.0,QLD Government,Jimna_2012_Twn_SW_445000_7051000_1K_DEM_1m.tif
jindalee_al,Jindalee AL,-27.5322,152.9239,1.84,1m,1.0,QLD Government,Brisbane_2019_Prj_SW_492000_6954000_1k_DEM_1m.tif
jindalee_boat_ramp_park_al_b,Jindalee (Boat Ramp Park) AL-B,-27.538,152.929,25.32,1m,1.0,QLD Government,Brisbane_2009_LGA_SW_492000_6953000_1K_DEM_1m.tif
jindong,Jindong,-33.756,115.212,39.67,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
jingera_hillside,Jingera (Hillside),-35.786,149.419,1008.3,2m,2.0,NSW Government,Michelago201803-LID2-AHD_7186036_55_0002_0002_2m.tif
jingle_downs_al,Jingle Downs AL,-27.746,152.908,95.2,1m,1.0,QLD Government,Logan_2017_LGA_SW_490500_6930500_0.5K_DEM_1m.tif
jo_jo_station_al,Jo Jo Station AL,-24.073,147.249,427.22,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
john_bray_park_al,John Bray Park AL,-27.283,152.985,11.79,1m,1.0,QLD Government,MoretonBay_2014_LGA_SW_498000_6982000_1K_DEM_1m.tif
johnstons_bridge_toongabbee_creek,Johnstons Bridge (Toongabbee Creek),-33.781,150.966,18.82,1m,1.0,NSW Government,Penrith201906-LID1-AHD_3106260_56_0002_0002_1m.tif
jooriland_wollondilly_river,Jooriland (Wollondilly River),-34.24,150.253,246.35,1m,1.0,NSW Government,Burragorang201407-LID1-AHD_2466206_56_0002_0002_1m.tif
jordan_river_downstream_johnsons_creek,Jordan River Downstream Johnsons Creek,-37.683916,146.318409,470.15,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
jordan_st_al,Jordan St AL,-26.7669,153.0553,9.61,1m,1.0,QLD Government,Sunshine_Coast_2022_LGA_SW_505000_7039000_1k_DEM_1m.tif
joylands_al,Joylands AL,-26.394,146.574,388.95,1m,1.0,QLD Government,Charleville_2011_Twn_SW_457000_7080000_1K_DEM_1m.tif
judbury_huon_river,Judbury (Huon River),-43.0017,146.9253,49.35,2m,2.0,TAS Government,Tasmania_Statewide_2m_DEM_14-08-2021.tif
judds_road_al,Judds Road AL,-26.9133,152.8897,98.72,1m,1.0,QLD Government,SunshineCoast_2008_LGA_SW_489000_7023000_1K_DEM_1m.tif
julimar_forest,Julimar Forest,-31.456,116.371,344.56,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
kabra_alert,Kabra Alert,-23.47,150.396,27.54,1m,1.0,QLD Government,Rockhampton_2009_Prj_SW_234000_7402000_2K_DEM_1m.tif
kalang_rd_dora_creek,Kalang Road (Dora Creek),-33.0842,151.4825,0.58,1m,1.0,NSW Government,Gosford201409-LID1-AHD_3586338_56_0002_0002_1m.tif
kalbar,Kalbar,-27.9233,152.6008,77.11,1m,1.0,QLD Government,ScenicRim_2011_LGA_SW_460000_6911000_1K_DEM_1m.tif
kalbar_tm,Kalbar TM,-27.941,152.624,92.14,1m,1.0,QLD Government,ScenicRim_2011_LGA_SW_463000_6909000_1K_DEM_1m.tif
kalbar_weir_al,Kalbar Weir AL,-27.923333,152.600833,77.03,1m,1.0,QLD Government,ScenicRim_2011_LGA_SW_460000_6911000_1K_DEM_1m.tif
kallangur_al,Kallangur AL,-27.2416,152.9912,17.4,1m,1.0,QLD Government,Moreton_Bay_2018_LGA_SW_499000_6986000_1k_DEM_1m.tif
kameruka_kameruka_estate,Kameruka (Kameruka Estate),-36.739,149.71,118.19,2m,2.0,NSW Government,Bega201804-LID2-AHD_7405930_55_0002_0002_2m.tif
kandanga_tm,Kandanga TM,-26.3878,152.6842,73.66,1m,1.0,QLD Government,Gympie_2009_Rgn_SW_468000_7081000_1K_DEM_1m.tif
kangaroo_creek,Kangaroo Creek,-34.865,138.774,226.13,1m,1.0,SA Government,CudleeCreek2020_DEM_2966139_01_001.tif
kangy_angy_orchard,Kangy Angy (Orchard,-33.3333,151.3901,9.87,1m,1.0,NSW Government,Gosford202008-LID1-AHD_3506310_56_0002_0002_1m.tif
kangy_angy_ourimbah,Kangy Angy (Ourimbah Creek),-33.3319,151.3833,18.96,1m,1.0,NSW Government,Gosford202008-LID1-AHD_3486310_56_0002_0002_1m.tif
kaniva_comparison,Kaniva Comparison,-36.37206,141.24222,140.88,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
kapunda_west_kaplee,Kapunda West (Kaplee),-34.302,138.845,397.0,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
karalee_al,Karalee AL,-27.5843,152.8131,9.37,1m,1.0,QLD Government,Ipswich_2009_LGA_SW_481000_6948000_1K_DEM_1m.tif
karamea_al,Karamea AL,-24.52,149.77,102.26,1m,1.0,QLD Government,KarameaRiv_Gauge_2013_Prj_SW_780000_7285000_1K_DEM_1m.tif
karangi_orara_river,Karangi (Orara River,-30.2544,153.0328,104.53,1m,1.0,NSW Government,CoffsHarbour201607-LID1-AHD_5026652_56_0002_0002_1m.tif
kariong_reservoir,Kariong Reservoir,-33.4451,151.2966,219.88,1m,1.0,NSW Government,Gosford202008-LID1-AHD_3406298_56_0002_0002_1m.tif
karoola_park,Karoola Park,-27.2272,148.7408,246.22,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
katherine_bridge,Katherine Bridge,-14.465,132.257,98.7,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
