LICENCE_NO,CLIENT_NO,SV_ID,SS_ID,LICENCE_TYPE_NAME,LICENCE_CATEGORY_NAME,DATE_ISSUED,DATE_OF_EFFECT,DATE_OF_EXPIRY,STATUS,STATUS_TEXT,AP_ID,AP_PRJ_IDENT,SHIP_NAME,BSL_NO,AWL_TYPE
143229/1,79946,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-12-15,2025-12-15,2026-12-31,1,Granted,9667109,,,,
1432440/1,1144665,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-06-25,2025-06-25,2026-06-30,10,Expired,9728614,,,,
143246/3,20036656,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-05-25,2026-05-25,2027-05-31,1,Granted,11197737,20038343_QR74_1,,,
143247/1,20036656,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-05-25,2026-05-25,2027-05-31,1,Granted,9667113,,,,
1432573/1,58050,2,203,Fixed,Point to Point,2026-04-20,2026-04-20,2027-05-04,1,Granted,9702621,,,,
143271/2,1149151,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-05-25,2026-05-25,2027-05-31,1,Granted,10065780,1143026_QR09_2a-3,,,
1432730/1,1424647,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-04-20,2026-04-20,2027-04-22,1,Granted,9728785,,,,
1432827/1,435100,2,200,Fixed,Point to Multipoint,2025-09-12,2025-09-12,2026-09-23,1,Granted,9845428,,,,
1432864/1,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,9702695,,,,
1433215/1,1424647,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-04-20,2026-04-20,2027-04-22,1,Granted,9729038,,,,
1433216/1,1424647,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-04-20,2026-04-20,2027-04-22,1,Granted,9729040,,,,
1433217/1,1424647,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-04-20,2026-04-20,2027-04-22,1,Granted,9729042,,,,
1433218/1,1424647,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-04-20,2026-04-20,2027-04-22,1,Granted,9729044,,,,
1433226/1,20003601,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-11-18,2025-11-18,2026-12-24,1,Granted,9729050,,,,
1433227/1,20003601,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-11-18,2025-11-18,2026-12-24,1,Granted,9729052,,,,
1433235/1,5832,3,307,Land Mobile,Paging System - Exterior,2026-05-20,2026-05-20,2027-06-29,1,Granted,9729056,,,,
1433236/1,5832,3,307,Land Mobile,Paging System - Exterior,2026-05-20,2026-05-20,2027-06-29,1,Granted,9729058,,,,
1433316/3,20013965,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-11-18,2025-11-18,2026-11-06,1,Granted,12716957,,,,
14340/1,5832,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-05-20,2026-05-20,2027-06-29,1,Granted,9836428,,,,
143766/1,20036656,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-05-25,2026-05-25,2027-05-31,1,Granted,9667135,,,,
143925/1,1149151,2,203,Fixed,Point to Point,2026-05-25,2026-05-25,2027-05-31,1,Granted,9676019,,,,
143927/1,1149151,2,203,Fixed,Point to Point,2026-05-25,2026-05-25,2027-05-31,1,Granted,9676021,,,,
1440349/2,20037563,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-09-23,2025-09-23,2026-09-26,1,Granted,10529154,,,,
1440390/1,51411,5,501,Maritime Coast,Limited Coast Assigned System,2026-05-21,2026-05-21,2027-06-30,1,Granted,9641667,,,,
1440391/1,51411,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-05-21,2026-05-21,2027-06-30,1,Granted,9729393,,,,
1440466/1,1401916,2,203,Fixed,Point to Point,2025-08-21,2025-08-21,2026-09-30,1,Granted,9806930,,,,
1440471/1,1401916,2,203,Fixed,Point to Point,2025-08-21,2025-08-21,2026-09-30,1,Granted,9806935,,,,
1440915/1,20003089,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-12,2026-06-12,2027-07-18,1,Granted,9729456,,,,
1440939/3,20040155,5,501,Maritime Coast,Limited Coast Assigned System,2026-07-07,2026-07-07,2027-08-16,1,Granted,12121673,,,,
1440940/3,20040155,5,501,Maritime Coast,Limited Coast Assigned System,2026-07-07,2026-07-07,2027-08-16,1,Granted,12121674,,,,
1441012/1,435100,2,200,Fixed,Point to Multipoint,2025-09-12,2025-09-12,2026-09-23,1,Granted,9845430,,,,
1441013/1,435100,2,200,Fixed,Point to Multipoint,2025-09-12,2025-09-12,2026-09-23,1,Granted,9845431,,,,
1441014/1,435100,2,200,Fixed,Point to Multipoint,2025-09-12,2025-09-12,2026-09-23,1,Granted,9845432,,,,
1441342/1,77686,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-08-05,2025-08-05,2026-08-05,1,Granted,9729506,,,,
1441653/2,20041324,2,200,Fixed,Point to Multipoint,2025-12-19,2025-12-19,2026-12-31,1,Granted,10730034,,,,
1441654/2,20041324,2,200,Fixed,Point to Multipoint,2025-12-19,2025-12-19,2026-12-31,1,Granted,10730035,,,,
1441857/2,20037563,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-09-23,2025-09-23,2026-09-26,1,Granted,10529155,,,,
1441871/2,564292,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-07-03,2026-07-03,2027-07-08,1,Granted,9855143,20011258_ME150_4,,,
1442266/1,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,9703000,,,,
1442650/1,20004872,3,307,Land Mobile,Paging System - Exterior,2026-04-24,2026-04-24,2027-04-30,1,Granted,9729676,,,,
1443118/1,75835,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-22,2026-06-22,2027-07-25,1,Granted,9729717,,,,
1443119/1,75835,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-22,2026-06-22,2027-07-25,1,Granted,9729719,,,,
1443339/1,55679,2,200,Fixed,Point to Multipoint,2026-01-29,2026-01-29,2027-02-25,1,Granted,9703057,,,,
1443349/1,401054,2,203,Fixed,Point to Point,2026-06-19,2026-06-19,2027-06-30,1,Granted,9703059,,,,
1443370/1,1442222,3,308,Land Mobile,Paging System - Interior,2025-07-25,2025-07-25,2026-07-29,1,Granted,9729756,,,,
1443796/1,51273,5,501,Maritime Coast,Limited Coast Assigned System,2025-09-05,2025-09-05,2026-10-15,1,Granted,9641792,,,,
1444261/2,8133088,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-10-09,2025-10-09,2026-10-29,1,Granted,9872961,,,,
144454/1,79946,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-05-11,2026-05-11,2027-05-30,1,Granted,9667209,,,,
1444823/1,1102518,1,105,Broadcasting,Narrowcasting Service (LPON),2025-08-22,2025-08-22,2026-09-01,1,Granted,9798392,,,,
1445008/1,49832,5,501,Maritime Coast,Limited Coast Assigned System,2026-02-26,2026-02-26,2027-04-07,1,Granted,9641854,,,,
1445013/1,49832,5,501,Maritime Coast,Limited Coast Assigned System,2026-02-26,2026-02-26,2027-04-07,1,Granted,9641865,,,,
1445014/1,49832,5,501,Maritime Coast,Limited Coast Assigned System,2026-02-26,2026-02-26,2027-04-07,1,Granted,9641868,,,,
1445016/1,49832,5,501,Maritime Coast,Limited Coast Assigned System,2026-02-26,2026-02-26,2027-04-07,1,Granted,9641873,,,,
1445017/1,49832,5,501,Maritime Coast,Limited Coast Assigned System,2026-02-26,2026-02-26,2027-04-07,1,Granted,9641876,,,,
1445018/1,49832,2,203,Fixed,Point to Point,2026-02-26,2026-02-26,2027-04-07,1,Granted,9703170,,,,
1445133/1,1401916,2,203,Fixed,Point to Point,2025-08-21,2025-08-21,2026-09-30,1,Granted,9806954,,,,
1445315/1,1444124,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-09-29,2025-09-29,2026-11-08,1,Granted,9729973,,,,
1445794/1,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,9703324,,,,
1445814/1,79648,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-12-24,2025-12-24,2026-12-31,1,Granted,9730049,,,,
1446024/1,20002412,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-09-18,2025-09-18,2026-09-24,1,Granted,9824625,,,,
1446219/1,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,9703344,,,,
1446433/1,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,9703358,,,,
1446446/1,435100,2,200,Fixed,Point to Multipoint,2025-09-12,2025-09-12,2026-09-23,1,Granted,9845434,,,,
1446447/1,435100,2,200,Fixed,Point to Multipoint,2025-09-12,2025-09-12,2026-09-23,1,Granted,9845435,,,,
144649/1,20036656,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-05-25,2026-05-25,2027-05-31,1,Granted,9667258,,,,
1446528/1,79601,2,203,Fixed,Point to Point,2025-08-29,2025-08-29,2026-09-30,1,Granted,9854477,,,,
1446584/1,435100,2,200,Fixed,Point to Multipoint,2025-09-12,2025-09-12,2026-09-23,1,Granted,9845438,,,,
1446938/1,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,9703405,,,,
1447271/1,20004872,3,307,Land Mobile,Paging System - Exterior,2026-04-24,2026-04-24,2027-04-30,1,Granted,9730256,,,,
1447297/1,1442222,3,308,Land Mobile,Paging System - Interior,2025-07-25,2025-07-25,2026-07-29,1,Granted,9730261,,,,
1447368/1,20004872,3,307,Land Mobile,Paging System - Exterior,2026-04-24,2026-04-24,2027-04-30,1,Granted,9730263,,,,
1447371/1,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,9703409,,,,
1447469/1,435100,2,200,Fixed,Point to Multipoint,2025-09-12,2025-09-12,2026-09-23,1,Granted,9845439,,,,
1447471/1,435100,2,200,Fixed,Point to Multipoint,2025-09-12,2025-09-12,2026-09-23,1,Granted,9845440,,,,
1447474/1,435100,2,200,Fixed,Point to Multipoint,2025-09-12,2025-09-12,2026-09-23,1,Granted,9845441,,,,
1447476/1,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,9703422,,,,
1447477/1,435100,2,200,Fixed,Point to Multipoint,2025-09-12,2025-09-12,2026-09-23,1,Granted,9845442,,,,
1447480/1,435100,2,200,Fixed,Point to Multipoint,2025-09-12,2025-09-12,2026-09-23,1,Granted,9845443,,,,
1448341/1,435100,2,200,Fixed,Point to Multipoint,2025-09-12,2025-09-12,2026-09-23,1,Granted,9845444,,,,
1448342/1,435100,2,200,Fixed,Point to Multipoint,2025-09-12,2025-09-12,2026-09-23,1,Granted,9845445,,,,
1448343/1,435100,2,200,Fixed,Point to Multipoint,2025-09-12,2025-09-12,2026-09-23,1,Granted,9845446,,,,
1448344/1,435100,2,200,Fixed,Point to Multipoint,2025-09-12,2025-09-12,2026-09-23,1,Granted,9845447,,,,
1449984/1,106569,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-11-27,2025-11-27,2026-11-28,1,Granted,9730435,,,,
1450660/2,1149151,2,203,Fixed,Point to Point,2026-05-25,2026-05-25,2027-05-31,1,Granted,10963767,20038343_vary_P2P_QR62_2_resub,,,
1450661/3,1149151,2,203,Fixed,Point to Point,2026-05-25,2026-05-25,2027-05-31,1,Granted,11185100,20038343_vary_800MHz_P2P_QR73_3,,,
1450705/1,1149151,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-05-25,2026-05-25,2027-05-31,1,Granted,9730559,,,,
1450706/1,1149151,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-05-25,2026-05-25,2027-05-31,1,Granted,9730561,,,,
1450840/1,1149151,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-05-25,2026-05-25,2027-05-31,1,Granted,9730606,,,,
1451074/1,85149,2,200,Fixed,Point to Multipoint,2026-01-27,2026-01-27,2027-02-01,1,Granted,9703918,,,,
1452012/2,20060946,2,203,Fixed,Point to Point,2025-08-31,2025-08-31,2026-10-10,1,Granted,9848962,,,,
1452117/1,1442707,2,203,Fixed,Point to Point,2026-01-30,2026-01-30,2027-02-10,1,Granted,9704148,,,,
1452119/1,1442707,2,201,Fixed,Point to Multipoint - Land Mobile Spec,2026-01-30,2026-01-30,2027-02-10,1,Granted,9704152,,,,
1452120/1,1442707,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-30,2026-01-30,2027-02-10,1,Granted,9731035,,,,
145610/1,80681,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-09-03,2025-09-03,2026-09-01,1,Granted,9793372,,,,
1460101/1,1144665,3,301,Land Mobile,Ambulatory - Initial,2025-06-25,2025-06-25,2026-06-30,10,Expired,9731083,,,,
1460102/1,1144665,3,301,Land Mobile,Ambulatory - Initial,2025-06-25,2025-06-25,2026-06-30,10,Expired,9731085,,,,
1461592/1,20004872,3,307,Land Mobile,Paging System - Exterior,2026-04-24,2026-04-24,2027-04-30,1,Granted,9731159,,,,
1461648/1,53733,3,303,Land Mobile,CBRS Repeater,2026-06-16,2026-06-16,2027-07-02,1,Granted,9731175,,,,
1461689/1,20004872,3,307,Land Mobile,Paging System - Exterior,2026-04-24,2026-04-24,2027-04-30,1,Granted,9731184,,,,
1462016/1,20004872,3,307,Land Mobile,Paging System - Exterior,2026-04-24,2026-04-24,2027-04-30,1,Granted,9731214,,,,
1462155/1,49686,2,203,Fixed,Point to Point,2025-11-21,2025-11-21,2026-12-31,1,Granted,9704282,,,,
1462159/1,49686,2,203,Fixed,Point to Point,2025-11-21,2025-11-21,2026-12-31,1,Granted,9704285,,,,
1462214/1,1405412,3,308,Land Mobile,Paging System - Interior,2025-11-06,2025-11-06,2026-11-01,1,Granted,9731232,,,,
1462295/1,51920,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-08-15,2025-08-15,2026-07-26,1,Granted,9801801,,,,
1462373/1,56921,3,303,Land Mobile,CBRS Repeater,2026-03-04,2026-03-04,2027-03-05,1,Granted,9731253,,,,
1462397/1,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,9704318,,,,
1462447/1,1147602,5,501,Maritime Coast,Limited Coast Assigned System,2026-06-07,2026-06-07,2027-07-17,1,Granted,9642303,,,,
1463732/3,20013965,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-11-18,2025-11-18,2026-11-06,1,Granted,12716750,,,,
1463733/1,49686,5,501,Maritime Coast,Limited Coast Assigned System,2025-11-21,2025-11-21,2026-12-31,1,Granted,9642314,,,,
1463975/1,435100,2,200,Fixed,Point to Multipoint,2025-09-12,2025-09-12,2026-09-23,1,Granted,9845456,,,,
1464004/1,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,9704402,,,,
1464078/1,1144665,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-06-25,2025-06-25,2026-06-30,10,Expired,9731484,,,,
1464371/1,1480691,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-15,2026-06-15,2027-06-16,1,Granted,9731526,,,,
1464442/1,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,9704482,,,,
1464539/2,1144661,2,200,Fixed,Point to Multipoint,2025-12-15,2025-12-15,2026-12-31,1,Granted,10091381,,,,
1464895/1,1480691,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-07-13,2026-07-13,2027-08-03,1,Granted,9731644,,,,
1464911/1,1480691,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-29,2026-06-29,2027-07-22,1,Granted,9731659,,,,
1464912/1,1480691,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-29,2026-06-29,2027-07-22,1,Granted,9731662,,,,
1464913/1,1480691,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-29,2026-06-29,2027-07-22,1,Granted,9731664,,,,
1464914/1,1480691,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-29,2026-06-29,2027-07-22,1,Granted,9731666,,,,
1464915/1,1480691,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-29,2026-06-29,2027-07-22,1,Granted,9731668,,,,
1465048/2,49686,5,501,Maritime Coast,Limited Coast Assigned System,2025-11-21,2025-11-21,2026-12-31,1,Granted,11172426,,,,
1465067/1,420540,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-15,2026-01-15,2027-01-18,1,Granted,9731711,,,,
1465093/1,76441,3,302,Land Mobile,Ambulatory System,2025-10-24,2025-10-24,2026-11-24,1,Granted,9731713,,,,
1465158/1,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,9704612,,,,
1465159/1,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,9704614,,,,
1465314/1,76441,3,302,Land Mobile,Ambulatory System,2025-10-24,2025-10-24,2026-11-24,1,Granted,9731732,,,,
1465379/1,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,9704656,,,,
1465397/2,20062681,2,203,Fixed,Point to Point,2026-06-21,2026-06-21,2027-07-31,1,Granted,12884127,,,,
1465444/2,1144661,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-12-15,2025-12-15,2026-12-31,1,Granted,10091383,,,,
1465621/1,50654,5,501,Maritime Coast,Limited Coast Assigned System,2026-06-21,2026-06-21,2027-07-30,1,Granted,9642375,,,,
1465659/1,59938,5,501,Maritime Coast,Limited Coast Assigned System,2025-09-25,2025-09-25,2026-09-22,1,Granted,9852201,,,,
1465660/1,59938,5,501,Maritime Coast,Limited Coast Assigned System,2025-09-25,2025-09-25,2026-09-22,1,Granted,9852202,,,,
1465722/1,1401916,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-08-21,2025-08-21,2026-09-30,1,Granted,9807078,,,,
1465723/1,1401916,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-08-21,2025-08-21,2026-09-30,1,Granted,9807079,,,,
1465823/1,270141,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-05-21,2026-05-21,2027-06-30,1,Granted,9731855,,,,
1465945/1,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,9704756,,,,
1466024/1,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,9704760,,,,
1466220/1,20004872,3,308,Land Mobile,Paging System - Interior,2026-04-24,2026-04-24,2027-04-30,1,Granted,9731979,,,,
1466313/2,20021476,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-29,2026-06-29,2027-06-30,1,Granted,12937995,,,,
1466318/2,20021476,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-29,2026-06-29,2027-06-30,1,Granted,12937996,,,,
1466456/1,1144665,3,307,Land Mobile,Paging System - Exterior,2025-06-25,2025-06-25,2026-06-30,10,Expired,9732130,,,,
1466536/1,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,9704822,,,,
1466719/1,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,9704832,,,,
147834/1,83188,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-05-20,2026-05-20,2027-06-12,1,Granted,9667429,,,,
1480828/2,1147378,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-05-01,2026-05-01,2027-05-23,1,Granted,12187678,,,,
1480976/2,20062681,5,501,Maritime Coast,Limited Coast Assigned System,2026-06-05,2026-06-05,2027-07-15,1,Granted,13050412,,,,
148104/1,83314,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-08-21,2025-08-21,2026-09-30,1,Granted,9806034,,,,
148105/1,83314,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-08-21,2025-08-21,2026-09-30,1,Granted,9806035,,,,
148106/1,83314,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-08-21,2025-08-21,2026-09-30,1,Granted,9806036,,,,
1481302/1,1480691,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-09-08,2025-09-08,2026-09-24,1,Granted,9820310,,,,
1481303/1,1480691,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-09-08,2025-09-08,2026-09-24,1,Granted,9820311,,,,
1481318/1,1480691,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-09-08,2025-09-08,2026-09-24,1,Granted,9820312,,,,
1481319/1,1480691,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-09-08,2025-09-08,2026-09-24,1,Granted,9820313,,,,
1481717/1,49932,5,501,Maritime Coast,Limited Coast Assigned System,2025-11-19,2025-11-19,2026-12-29,1,Granted,9642446,,,,
1481733/1,20003601,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-11-18,2025-11-18,2026-12-24,1,Granted,9732445,,,,
1482087/3,20062681,5,501,Maritime Coast,Limited Coast Assigned System,2026-06-05,2026-06-05,2027-07-15,1,Granted,13050414,,,,
1482320/1,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,9704938,,,,
1482414/1,51273,5,502,Maritime Coast,Limited Coast Marine Rescue,2025-09-05,2025-09-05,2026-10-15,1,Granted,9642479,,,,
1482422/1,51273,5,502,Maritime Coast,Limited Coast Marine Rescue,2025-09-05,2025-09-05,2026-10-15,1,Granted,9642480,,,,
1482427/2,51273,5,501,Maritime Coast,Limited Coast Assigned System,2025-09-05,2025-09-05,2026-10-15,1,Granted,11292853,1130096_SC1031,,,
1482535/3,71963,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-30,2026-01-30,2027-02-07,1,Granted,12734653,20054753_Vary_LMS_MST44_2_Resub1,,,
1482581/1,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,9704988,,,,
1482660/1,439045,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-18,2026-03-18,2027-03-23,1,Granted,9732541,,,,
1482661/1,439045,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-18,2026-03-18,2027-03-23,1,Granted,9732543,,,,
1482662/1,439045,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-18,2026-03-18,2027-03-23,1,Granted,9732545,,,,
1482784/1,1480691,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-02,2026-03-02,2027-03-13,1,Granted,9732582,,,,
1482788/1,1480691,3,302,Land Mobile,Ambulatory System,2026-03-02,2026-03-02,2027-03-13,1,Granted,9732585,,,,
1483038/1,86637,5,501,Maritime Coast,Limited Coast Assigned System,2026-01-07,2026-01-07,2027-01-06,1,Granted,9642508,,,,
1483044/1,1444124,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-09-29,2025-09-29,2026-11-08,1,Granted,9732714,,,,
1483045/2,55666,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-05-11,2026-05-11,2027-05-08,1,Granted,12264633,,,,
1500928/1,336877,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-22,2026-06-22,2027-07-31,1,Granted,9732820,,,,
1500929/1,336877,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-22,2026-06-22,2027-07-31,1,Granted,9732822,,,,
150641/1,84818,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-12-05,2025-12-05,2026-12-14,1,Granted,9667636,,,,
151236/1,20004872,3,308,Land Mobile,Paging System - Interior,2026-04-24,2026-04-24,2027-04-30,1,Granted,9667641,,,,
151728/1,85150,5,502,Maritime Coast,Limited Coast Marine Rescue,2026-04-21,2026-04-21,2027-05-31,1,Granted,9634307,,,,
152245/1,85665,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-12-01,2025-12-01,2026-12-22,1,Granted,9667681,,,,
15264/1,5832,3,307,Land Mobile,Paging System - Exterior,2026-05-20,2026-05-20,2027-06-29,1,Granted,9836480,,,,
153020/1,1440623,5,501,Maritime Coast,Limited Coast Assigned System,2026-06-18,2026-06-18,2027-06-23,1,Granted,9804648,,,,
153510/1,86637,5,501,Maritime Coast,Limited Coast Assigned System,2026-01-07,2026-01-07,2027-01-06,1,Granted,9634338,,,,
153511/1,86637,5,501,Maritime Coast,Limited Coast Assigned System,2026-01-07,2026-01-07,2027-01-06,1,Granted,9634346,,,,
153516/1,86637,2,203,Fixed,Point to Point,2026-01-07,2026-01-07,2027-01-06,1,Granted,9676169,,,,
153621/1,86659,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-12-17,2025-12-17,2026-12-27,1,Granted,9667718,,,,
154063/1,107618,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-10-17,2025-10-17,2026-10-07,1,Granted,9808640,,,,
155025/1,1144661,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-22,2026-06-22,2027-07-04,1,Granted,9667727,,,,
1562067/1,82694,2,203,Fixed,Point to Point,2025-11-26,2025-11-26,2026-12-01,1,Granted,9706789,,,,
1562492/1,93231,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-12-01,2025-12-01,2026-12-28,1,Granted,9734975,,,,
1562493/1,93231,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-12-01,2025-12-01,2026-12-28,1,Granted,9734977,,,,
1563198/1,210019,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-02-03,2026-02-03,2027-03-15,1,Granted,9735328,,,,
1563426/1,525851,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-05-22,2026-05-22,2027-06-30,1,Granted,9735394,,,,
1563427/1,525851,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-05-22,2026-05-22,2027-06-30,1,Granted,9735396,,,,
1563428/1,525851,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-05-22,2026-05-22,2027-06-30,1,Granted,9735398,,,,
1563845/1,1144665,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-06-25,2025-06-25,2026-06-30,10,Expired,9735494,,,,
1563983/1,20018366,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-09-26,2025-09-26,2026-10-24,1,Granted,9735544,,,,
1564128/1,52399,1,116,Broadcasting,Retransmission,2025-10-03,2025-10-03,2026-10-16,1,Granted,10015128,,,,
1564279/1,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,9707172,,,,
1564280/1,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,9707174,,,,
1564799/1,5832,3,307,Land Mobile,Paging System - Exterior,2026-05-20,2026-05-20,2027-06-29,1,Granted,9735804,,,,
1564821/1,20011310,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-26,2026-06-26,2027-07-17,1,Granted,9735811,,,,
1564822/1,20011310,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-26,2026-06-26,2027-07-17,1,Granted,9735813,,,,
1564824/1,20011310,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-26,2026-06-26,2027-07-17,1,Granted,9735815,,,,
1564825/1,20011310,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-26,2026-06-26,2027-07-17,1,Granted,9735817,,,,
1564826/1,20011310,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-26,2026-06-26,2027-07-17,1,Granted,9735819,,,,
156534/1,90916,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-19,2026-06-19,2027-06-11,1,Granted,9667737,,,,
1565391/1,5832,3,307,Land Mobile,Paging System - Exterior,2026-05-20,2026-05-20,2027-06-29,1,Granted,9735993,,,,
1565537/1,24532,3,308,Land Mobile,Paging System - Interior,2025-11-12,2025-11-12,2026-12-17,1,Granted,9736052,,,,
